18|21
MapTile0|TopLeft.png|1
MapTile1|TopWall.png|1
MapTile2|TopWall.png|1
MapTile3|TopWall.png|1
MapTile4|TopWall.png|1
MapTile5|TopWall.png|1
MapTile6|TopWall.png|1
MapTile7|TopRight.png|1
MapTile8|TopWall.png|1
MapTile9|TopWall.png|1
MapTile10|TopWall.png|1
MapTile11|TopWall.png|1
MapTile12|TopWall.png|1
MapTile13|TopRight.png|1
MapTile14|TopWall.png|1
MapTile15|TopWall.png|1
MapTile16|TopWall.png|1
MapTile17|TopWall.png|1
MapTile18|TopWall.png|1
MapTile19|TopWall.png|1
MapTile20|TopRight.png|1
MapTile21|LeftWall.png|1
MapTile24|RightWall.png|1
MapTile28|RightWall.png|1
MapTile34|RightWall.png|1
MapTile37|BottomLeft.png|1
MapTile38|BottomWall.png|1
MapTile41|RightWall.png|1
MapTile42|LeftWall.png|1
MapTile45|RightWall.png|1
MapTile49|RightWall.png|1
MapTile50|BottomWall.png|1
MapTile51|BottomWall.png|1
MapTile53|BottomWall.png|1
MapTile54|BottomWall.png|1
MapTile55|BottomRight.png|1
MapTile60|LeftWall.png|1
MapTile62|RightWall.png|1
MapTile63|BottomLeft.png|1
MapTile65|BottomWall.png|1
MapTile66|BottomRight.png|1
MapTile81|BottomLeft.png|1
MapTile82|BottomWall.png|1
MapTile83|RightWall.png|1
MapTile84|LeftWall.png|1
MapTile87|RightWall.png|1
MapTile104|RightWall.png|1
MapTile105|LeftWall.png|1
MapTile108|RightWall.png|1
MapTile113|TopLeft.png|1
MapTile115|TopWall.png|1
MapTile116|TopRight.png|1
MapTile117|TopWall.png|1
MapTile118|TopWall.png|1
MapTile119|TopRight.png|1
MapTile121|TopRight.png|1
MapTile125|RightWall.png|1
MapTile126|LeftWall.png|1
MapTile129|RightWall.png|1
MapTile134|LeftWall.png|1
MapTile137|RightWall.png|1
MapTile140|RightWall.png|1
MapTile142|RightWall.png|1
MapTile146|RightWall.png|1
MapTile147|LeftWall.png|1
MapTile150|RightWall.png|1
MapTile159|TopLeft.png|1
MapTile160|TopWall.png|1
MapTile161|TopWall.png|1
MapTile163|RightWall.png|1
MapTile167|RightWall.png|1
MapTile168|LeftWall.png|1
MapTile176|LeftWall.png|1
MapTile180|LeftWall.png|1
MapTile184|BottomRight.png|1
MapTile185|TopWall.png|1
MapTile186|TopRight.png|1
MapTile188|RightWall.png|1
MapTile189|BottomLeft.png|1
MapTile190|BottomWall.png|1
MapTile191|BottomWall.png|1
MapTile192|BottomRight.png|1
MapTile197|LeftWall.png|1
MapTile201|LeftWall.png|1
MapTile204|TopWall.png|1
MapTile205|TopWall.png|1
MapTile206|TopWall.png|1
MapTile207|TopRight.png|1
MapTile209|RightWall.png|1
MapTile210|LeftWall.png|1
MapTile218|LeftWall.png|1
MapTile222|LeftWall.png|1
MapTile228|RightWall.png|1
MapTile230|RightWall.png|1
MapTile231|LeftWall.png|1
MapTile233|RightWall.png|1
MapTile239|BottomLeft.png|1
MapTile240|BottomWall.png|1
MapTile241|BottomWall.png|1
MapTile242|BottomWall.png|1
MapTile243|LeftWall.png|1
MapTile244|RightWall.png|1
MapTile246|TopWall.png|1
MapTile247|TopWall.png|1
MapTile248|TopWall.png|1
MapTile249|TopRight.png|1
MapTile251|RightWall.png|1
MapTile252|LeftWall.png|1
MapTile254|RightWall.png|1
MapTile260|LeftWall.png|1
MapTile265|RightWall.png|1
MapTile270|BottomRight.png|1
MapTile272|RightWall.png|1
MapTile273|LeftWall.png|1
MapTile275|RightWall.png|1
MapTile281|BottomLeft.png|1
MapTile282|BottomWall.png|1
MapTile283|BottomWall.png|1
MapTile284|BottomWall.png|1
MapTile285|BottomLeft.png|1
MapTile286|BottomRight.png|1
MapTile287|BottomWall.png|1
MapTile288|BottomWall.png|1
MapTile290|BottomRight.png|1
MapTile293|RightWall.png|1
MapTile294|LeftWall.png|1
MapTile296|RightWall.png|1
MapTile314|RightWall.png|1
MapTile315|LeftWall.png|1
MapTile317|RightWall.png|1
MapTile335|RightWall.png|1
MapTile336|LeftWall.png|1
MapTile339|TopWall.png|1
MapTile340|TopWall.png|1
MapTile341|TopWall.png|1
MapTile342|TopWall.png|1
MapTile343|TopWall.png|1
MapTile344|TopWall.png|1
MapTile346|TopWall.png|1
MapTile347|TopLeft.png|1
MapTile348|TopWall.png|1
MapTile349|TopWall.png|1
MapTile351|TopWall.png|1
MapTile352|TopWall.png|1
MapTile353|TopRight.png|1
MapTile354|ExitTile.png|2
MapTile355|LeftWall.png|1
MapTile356|RightWall.png|1
MapTile357|BottomLeft.png|1
MapTile358|BottomWall.png|1
MapTile359|BottomWall.png|1
MapTile360|BottomWall.png|1
MapTile361|BottomWall.png|1
MapTile362|BottomWall.png|1
MapTile363|BottomWall.png|1
MapTile364|BottomWall.png|1
MapTile365|BottomWall.png|1
MapTile366|BottomWall.png|1
MapTile367|BottomWall.png|1
MapTile368|BottomLeft.png|1
MapTile369|BottomWall.png|1
MapTile370|BottomWall.png|1
MapTile371|BottomWall.png|1
MapTile372|BottomWall.png|1
MapTile373|BottomWall.png|1
MapTile374|BottomRight.png|1
MapTile375|ExitTile.png|2
MapTile376|BottomLeft.png|1
MapTile377|BottomRight.png|1
